id,loan_amnt,term,interest_rate,grade,employment_length,purpose,credit_score,application_type,loan_status
126160085,3000.0,3 years,9.44,B1,4 years,credit_card,705.0,Individual,FullyPaid
5938849,1400.0,3 years,18.25,D2,10 years,debt_consolidation,660.0,Individual,FullyPaid
5786949,1500.0,3 years,12.12,B3,10 years,credit_card,700.0,Individual,FullyPaid
85721384,1935.0,5 years,19.99,D4,10 years,debt_consolidation,685.0,Individual,FullyPaid
95003525,2400.0,3 years,11.49,B5,10 years,credit_card,720.0,Individual,FullyPaid
5264577,1895.0,5 years,15.8,C3,3 years,credit_card,695.0,Individual,FullyPaid
5095118,500.0,3 years,12.12,B3,6 years,credit_card,670.0,Individual,FullyPaid
124830070,150.0,3 years,7.35,A4,10 years,debt_consolidation,680.0,Individual,FullyPaid
3918851,450.0,3 years,19.72,D5,0 years,credit_card,695.0,Individual,FullyPaid
85661389,1200.0,3 years,9.49,B2,10 years,debt_consolidation,720.0,Individual,FullyPaid
85613705,1000.0,3 years,10.49,B3,0 years,debt_consolidation,695.0,Individual,FullyPaid
90707397,1477.5,5 years,27.49,F4,10 years,debt_consolidation,685.0,Individual,FullyPaid
93465197,960.0,3 years,13.99,C3,10 years,debt_consolidation,690.0,Individual,FullyPaid
3067046,1500.0,3 years,10.16,B1,7 years,debt_consolidation,710.0,Individual,FullyPaid
84443639,1920.0,3 years,12.79,C1,10 years,other,675.0,Individual,ChargedOff
90796698,400.0,3 years,14.49,C4,6 years,debt_consolidation,695.0,Individual,ChargedOff
5619888,2062.5,5 years,22.95,F1,7 years,debt_consolidation,700.0,Individual,FullyPaid
92931545,750.0,3 years,18.99,D3,10 years,debt_consolidation,710.0,Individual,ChargedOff
123052930,2000.0,5 years,29.69,F2,0 years,other,690.0,Joint App,FullyPaid
2296292,400.0,5 years,23.28,F2,4 years,other,670.0,Individual,FullyPaid
1482682,1050.0,3 years,6.62,A2,10 years,small_business,750.0,Individual,FullyPaid
1370732,1350.0,3 years,13.67,B5,10 years,debt_consolidation,700.0,Individual,FullyPaid
89051309,850.0,3 years,10.99,B4,2 years,debt_consolidation,680.0,Individual,FullyPaid
94108567,3500.0,3 years,7.24,A3,10 years,home_improvement,725.0,Individual,FullyPaid
3157562,1500.0,3 years,16.29,C4,10 years,credit_card,665.0,Individual,FullyPaid
1592017,1750.0,5 years,11.14,B2,10 years,debt_consolidation,775.0,Individual,ChargedOff
90395859,1620.0,3 years,18.99,D3,2 years,debt_consolidation,675.0,Individual,FullyPaid
1705965,1600.0,3 years,10.16,B1,6 years,credit_card,705.0,Individual,FullyPaid
3734500,480.0,3 years,12.12,B3,10 years,debt_consolidation,715.0,Individual,ChargedOff
6134948,2700.0,3 years,15.22,C3,9 years,debt_consolidation,670.0,Individual,FullyPaid
91923518,1000.0,3 years,11.49,B5,3 years,debt_consolidation,700.0,Individual,FullyPaid
1454927,250.0,3 years,14.33,C1,0 years,debt_consolidation,670.0,Individual,FullyPaid
1246578,650.0,3 years,8.9,A5,10 years,debt_consolidation,705.0,Individual,FullyPaid
4975071,1000.0,3 years,10.16,B1,10 years,debt_consolidation,725.0,Individual,ChargedOff
93563605,1600.0,3 years,10.49,B2,10 years,credit_card,675.0,Individual,FullyPaid
86993552,1200.0,3 years,12.79,C1,2 years,debt_consolidation,705.0,Individual,ChargedOff
118640548,2965.0,5 years,30.75,F5,10 years,home_improvement,690.0,Individual,FullyPaid
125760194,2822.5,3 years,17.09,D1,10 years,medical,700.0,Individual,FullyPaid
93920384,1000.0,3 years,17.99,D2,5 years,debt_consolidation,710.0,Individual,FullyPaid
1539997,3500.0,5 years,20.49,E1,4 years,debt_consolidation,710.0,Individual,FullyPaid
90319957,1000.0,3 years,11.49,B5,1 year,debt_consolidation,695.0,Joint App,ChargedOff
95373465,1100.0,5 years,21.49,D5,3 years,debt_consolidation,675.0,Individual,FullyPaid
120244525,300.0,3 years,10.91,B4,4 years,credit_card,680.0,Individual,ChargedOff
95257859,700.0,3 years,11.49,B5,10 years,home_improvement,695.0,Individual,FullyPaid
4276078,1700.0,3 years,11.14,B2,2 years,debt_consolidation,670.0,Individual,FullyPaid
85651532,200.0,3 years,13.99,C3,10 years,moving,680.0,Individual,FullyPaid
1547996,3075.0,5 years,21.98,E4,10 years,major_purchase,695.0,Individual,ChargedOff
6296178,1000.0,3 years,18.25,D2,3 years,debt_consolidation,660.0,Individual,FullyPaid
94180461,1000.0,3 years,12.74,C1,5 years,debt_consolidation,730.0,Individual,FullyPaid
3346521,600.0,3 years,7.62,A3,10 years,major_purchase,700.0,Individual,FullyPaid
122652416,220.0,3 years,7.21,A3,10 years,credit_card,705.0,Individual,FullyPaid
121785656,800.0,3 years,19.03,D3,10 years,credit_card,660.0,Individual,ChargedOff
84998509,2500.0,3 years,7.99,A4,1 year,debt_consolidation,710.0,Individual,FullyPaid
87334397,2400.0,5 years,13.99,C3,10 years,debt_consolidation,680.0,Individual,FullyPaid
6094806,1880.0,3 years,11.55,B3,1 year,debt_consolidation,705.0,Individual,FullyPaid
87046225,1500.0,3 years,9.49,B2,0 years,credit_card,720.0,Individual,FullyPaid
5966861,1500.0,3 years,12.35,B4,,other,710.0,Individual,FullyPaid
121232224,3500.0,5 years,19.03,D3,0 years,debt_consolidation,660.0,Joint App,FullyPaid
91217826,700.0,3 years,13.49,C2,2 years,debt_consolidation,700.0,Individual,FullyPaid
3007253,900.0,3 years,7.62,A3,9 years,debt_consolidation,715.0,Individual,FullyPaid
1379394,3000.0,5 years,22.45,F1,1 year,debt_consolidation,680.0,Individual,FullyPaid
1253607,215.0,3 years,15.31,C3,9 years,other,665.0,Individual,ChargedOff
87165339,3600.0,5 years,14.49,C4,0 years,debt_consolidation,725.0,Individual,FullyPaid
1548161,2437.5,3 years,7.9,A4,3 years,debt_consolidation,735.0,Individual,FullyPaid
94891445,1200.0,3 years,8.24,B1,10 years,debt_consolidation,685.0,Individual,FullyPaid
121889156,840.0,3 years,10.91,B4,10 years,debt_consolidation,695.0,Individual,FullyPaid
2311959,2200.0,5 years,16.29,C4,10 years,credit_card,680.0,Individual,FullyPaid
1345952,1600.0,3 years,15.31,C2,10 years,debt_consolidation,675.0,Individual,FullyPaid
84799934,1050.0,3 years,11.49,B5,10 years,credit_card,685.0,Individual,FullyPaid
92391791,600.0,3 years,13.49,C2,10 years,home_improvement,660.0,Individual,ChargedOff
119418659,2000.0,3 years,10.91,B4,10 years,home_improvement,670.0,Individual,FullyPaid
1252091,1500.0,3 years,15.81,C4,7 years,credit_card,680.0,Individual,FullyPaid
1216390,800.0,3 years,9.76,B1,6 years,debt_consolidation,720.0,Individual,FullyPaid
90621740,840.0,3 years,8.59,A5,10 years,major_purchase,765.0,Individual,FullyPaid
3004922,2900.0,3 years,8.9,A5,1 year,debt_consolidation,695.0,Individual,FullyPaid
1071043,1680.0,3 years,14.65,C3,10 years,debt_consolidation,690.0,Individual,ChargedOff
87474865,2300.0,5 years,21.49,D5,5 years,debt_consolidation,680.0,Individual,ChargedOff
94556653,400.0,3 years,10.49,B2,10 years,credit_card,700.0,Individual,FullyPaid
119239822,1600.0,5 years,30.89,G3,0 years,debt_consolidation,690.0,Joint App,ChargedOff
1601192,360.0,3 years,12.12,B3,3 years,car,720.0,Individual,FullyPaid
5625537,500.0,3 years,10.16,B1,10 years,moving,725.0,Individual,FullyPaid
84042209,560.0,3 years,6.99,A2,1 year,credit_card,805.0,Individual,FullyPaid
91583925,3500.0,3 years,13.99,C3,10 years,credit_card,675.0,Individual,FullyPaid
86613258,1955.0,5 years,27.49,F4,1 year,debt_consolidation,680.0,Individual,ChargedOff
1683784,995.0,3 years,14.33,C1,2 years,other,670.0,Individual,FullyPaid
95716562,1200.0,3 years,7.99,A5,10 years,debt_consolidation,730.0,Individual,FullyPaid
1333199,400.0,3 years,9.76,B1,5 years,major_purchase,710.0,Individual,FullyPaid
92951816,640.0,3 years,15.99,C5,6 years,debt_consolidation,690.0,Individual,FullyPaid
124008594,1300.0,5 years,10.91,B4,10 years,credit_card,760.0,Individual,FullyPaid
1523443,3252.5,5 years,23.76,F4,1 year,credit_card,665.0,Individual,FullyPaid
2225486,2367.5,3 years,14.33,C1,10 years,debt_consolidation,695.0,Individual,FullyPaid
94246803,3342.5,3 years,11.44,B4,0 years,debt_consolidation,675.0,Individual,ChargedOff
88431660,1172.5,3 years,13.49,C2,5 years,debt_consolidation,675.0,Individual,FullyPaid
3163338,2400.0,3 years,14.33,C1,6 years,debt_consolidation,665.0,Individual,FullyPaid
91048987,1000.0,3 years,12.79,C1,10 years,home_improvement,685.0,Individual,FullyPaid
3368134,2400.0,5 years,16.29,C4,10 years,debt_consolidation,700.0,Individual,ChargedOff
93112116,1500.0,3 years,11.39,B3,3 years,debt_consolidation,685.0,Individual,FullyPaid
90641606,4000.0,3 years,7.59,A3,10 years,home_improvement,805.0,Individual,FullyPaid
94439969,1500.0,3 years,16.99,D1,,credit_card,665.0,Individual,FullyPaid
5028168,1200.0,3 years,11.14,B2,3 years,debt_consolidation,675.0,Individual,ChargedOff
125239857,1050.0,5 years,18.06,D2,9 years,credit_card,710.0,Individual,FullyPaid
85911506,100.0,3 years,11.49,B5,2 years,debt_consolidation,705.0,Individual,FullyPaid
86914955,600.0,3 years,13.49,C2,10 years,debt_consolidation,675.0,Individual,FullyPaid
93993376,2400.0,5 years,15.99,C5,10 years,credit_card,710.0,Joint App,FullyPaid
87714138,200.0,3 years,17.99,D2,5 years,moving,680.0,Individual,FullyPaid
6185478,2100.0,5 years,16.78,C5,7 years,debt_consolidation,660.0,Individual,FullyPaid
5774854,2400.0,3 years,11.14,B2,10 years,credit_card,710.0,Individual,FullyPaid
85902722,400.0,3 years,10.49,B3,4 years,debt_consolidation,740.0,Individual,FullyPaid
92922238,2500.0,5 years,30.74,F5,3 years,debt_consolidation,710.0,Individual,ChargedOff
2372537,1200.0,3 years,13.11,B4,3 years,debt_consolidation,680.0,Individual,FullyPaid
93929870,2100.0,3 years,7.49,A4,5 years,debt_consolidation,710.0,Individual,FullyPaid
125078996,302.5,3 years,6.08,A2,8 years,home_improvement,770.0,Individual,FullyPaid
84303786,1400.0,3 years,7.59,A3,8 years,debt_consolidation,745.0,Individual,ChargedOff
86672500,800.0,3 years,12.79,C1,3 years,debt_consolidation,665.0,Individual,FullyPaid
5185624,680.0,3 years,21.98,E4,2 years,home_improvement,670.0,Individual,FullyPaid
87102689,2300.0,5 years,12.79,C1,10 years,debt_consolidation,705.0,Individual,FullyPaid
1565820,1907.5,3 years,7.9,A4,10 years,other,725.0,Individual,FullyPaid
5777997,800.0,3 years,13.11,B4,2 years,debt_consolidation,720.0,Individual,FullyPaid
3376313,1920.0,3 years,11.14,B2,10 years,debt_consolidation,705.0,Individual,FullyPaid
3295733,2800.0,5 years,22.95,F1,10 years,wedding,690.0,Individual,FullyPaid
4310424,1440.0,3 years,14.33,C1,6 years,debt_consolidation,715.0,Individual,FullyPaid
90327058,2760.0,3 years,14.49,C4,10 years,debt_consolidation,680.0,Individual,ChargedOff
125299004,3000.0,3 years,5.32,A1,7 years,debt_consolidation,760.0,Individual,FullyPaid
4274727,750.0,3 years,6.62,A2,0 years,debt_consolidation,755.0,Individual,FullyPaid
3846730,2492.5,5 years,19.05,D4,2 years,debt_consolidation,695.0,Individual,ChargedOff
2934636,1200.0,3 years,14.33,C1,10 years,credit_card,665.0,Individual,FullyPaid
1546007,2000.0,5 years,19.05,D4,3 years,debt_consolidation,685.0,Individual,FullyPaid
88185369,3200.0,3 years,17.99,D2,7 years,debt_consolidation,720.0,Individual,FullyPaid
3704893,3500.0,5 years,22.47,E5,7 years,debt_consolidation,680.0,Individual,FullyPaid
125708185,2850.0,5 years,10.42,B3,10 years,debt_consolidation,760.0,Individual,FullyPaid
90231379,1200.0,3 years,11.49,B5,,debt_consolidation,750.0,Individual,FullyPaid
88156572,1500.0,3 years,8.99,B1,10 years,debt_consolidation,710.0,Individual,FullyPaid
94358766,1500.0,3 years,12.74,C1,10 years,debt_consolidation,690.0,Individual,FullyPaid
88819341,2500.0,3 years,5.32,A1,3 years,debt_consolidation,765.0,Individual,FullyPaid
3351272,495.0,3 years,15.8,C3,10 years,debt_consolidation,690.0,Individual,FullyPaid
91691518,2400.0,5 years,8.24,B1,8 years,debt_consolidation,750.0,Individual,FullyPaid
87092196,1650.0,3 years,9.49,B2,1 year,credit_card,695.0,Individual,FullyPaid
121434254,3000.0,5 years,15.05,C4,10 years,debt_consolidation,700.0,Individual,FullyPaid
87454671,1920.0,3 years,5.32,A1,5 years,credit_card,705.0,Individual,ChargedOff
125049015,2000.0,3 years,14.08,C3,10 years,debt_consolidation,690.0,Individual,FullyPaid
1107011,1000.0,3 years,11.71,B3,0 years,debt_consolidation,705.0,Individual,FullyPaid
87103927,1500.0,3 years,13.49,C2,10 years,credit_card,695.0,Individual,FullyPaid
91339334,1500.0,3 years,13.49,C2,6 years,credit_card,675.0,Individual,FullyPaid
93664519,800.0,3 years,16.99,D1,3 years,debt_consolidation,675.0,Individual,FullyPaid
91128396,400.0,3 years,10.49,B3,3 years,other,665.0,Individual,FullyPaid
1505326,285.0,3 years,12.12,B3,10 years,home_improvement,690.0,Individual,FullyPaid
124140550,1600.0,3 years,9.44,B1,3 years,credit_card,675.0,Individual,FullyPaid
95029182,3000.0,3 years,12.74,C1,2 years,credit_card,665.0,Individual,FullyPaid
1227618,1500.0,3 years,13.11,B4,6 years,debt_consolidation,715.0,Individual,FullyPaid
6288759,1157.5,3 years,15.88,C4,10 years,debt_consolidation,665.0,Individual,FullyPaid
1586697,1300.0,3 years,6.03,A1,7 years,credit_card,795.0,Individual,FullyPaid
123906379,2400.0,5 years,18.06,D2,,other,755.0,Individual,FullyPaid
94016678,1300.0,5 years,8.24,B1,10 years,credit_card,745.0,Individual,FullyPaid
86762276,500.0,3 years,10.49,B3,2 years,debt_consolidation,710.0,Individual,FullyPaid
3094809,495.0,3 years,8.9,A5,2 years,major_purchase,780.0,Individual,FullyPaid
85656047,1600.0,5 years,16.99,D1,2 years,debt_consolidation,665.0,Individual,ChargedOff
94361332,2440.0,5 years,29.49,F2,10 years,debt_consolidation,670.0,Individual,FullyPaid
93811037,3382.5,5 years,24.74,E3,10 years,debt_consolidation,675.0,Individual,FullyPaid
94415505,2407.5,5 years,22.74,E1,10 years,home_improvement,680.0,Joint App,ChargedOff
94213465,3000.0,3 years,19.99,D4,0 years,debt_consolidation,685.0,Individual,ChargedOff
85523789,600.0,3 years,8.99,B1,2 years,debt_consolidation,660.0,Individual,FullyPaid
2864823,1650.0,5 years,15.8,C3,10 years,credit_card,665.0,Individual,FullyPaid
85579615,3500.0,5 years,13.49,C2,10 years,credit_card,685.0,Individual,ChargedOff
91179919,400.0,3 years,13.99,C3,6 years,other,685.0,Individual,FullyPaid
121712902,1250.0,3 years,9.93,B2,10 years,credit_card,665.0,Individual,FullyPaid
87124854,765.0,3 years,15.59,C5,4 years,debt_consolidation,665.0,Individual,FullyPaid
5639575,1400.0,3 years,11.14,B2,4 years,credit_card,670.0,Individual,FullyPaid
4558548,2800.0,3 years,11.14,B2,10 years,debt_consolidation,730.0,Individual,FullyPaid
1602856,2500.0,3 years,17.27,C5,10 years,debt_consolidation,690.0,Individual,FullyPaid
88017396,2800.0,5 years,17.99,D2,4 years,debt_consolidation,695.0,Individual,ChargedOff
92241981,800.0,3 years,13.99,C3,5 years,debt_consolidation,680.0,Individual,FullyPaid
87085893,300.0,3 years,14.49,C4,10 years,medical,680.0,Individual,FullyPaid
83747134,900.0,3 years,11.49,B5,5 years,other,710.0,Individual,FullyPaid
92023343,530.0,3 years,11.39,B3,5 years,credit_card,705.0,Individual,FullyPaid
5764168,1000.0,3 years,18.49,D2,10 years,debt_consolidation,660.0,Individual,FullyPaid
93922743,280.0,3 years,13.99,C3,2 years,major_purchase,670.0,Individual,FullyPaid
84566072,1815.0,3 years,14.49,C4,,other,715.0,Individual,FullyPaid
87085824,3500.0,3 years,23.99,E2,6 years,debt_consolidation,660.0,Individual,FullyPaid
83827928,600.0,3 years,10.49,B3,2 years,major_purchase,680.0,Individual,FullyPaid
1217536,1145.0,3 years,6.62,A2,10 years,debt_consolidation,745.0,Individual,FullyPaid
4807936,1700.0,3 years,10.16,B1,5 years,debt_consolidation,730.0,Individual,FullyPaid
6296440,1500.0,5 years,25.28,F5,1 year,other,680.0,Individual,FullyPaid
91332747,480.0,3 years,15.99,C5,10 years,credit_card,660.0,Individual,FullyPaid
92799177,200.0,3 years,11.49,B5,10 years,car,665.0,Individual,FullyPaid
92241924,1200.0,3 years,12.74,C1,0 years,debt_consolidation,720.0,Individual,FullyPaid
88292185,1400.0,3 years,17.99,D2,3 years,debt_consolidation,675.0,Individual,FullyPaid
125789518,2000.0,3 years,9.93,B2,5 years,debt_consolidation,660.0,Individual,FullyPaid
1069402,900.0,3 years,13.49,C1,8 years,debt_consolidation,680.0,Individual,FullyPaid
121717408,800.0,3 years,12.62,C1,,credit_card,680.0,Joint App,FullyPaid
121382871,2000.0,3 years,15.05,C4,10 years,debt_consolidation,690.0,Individual,ChargedOff
2307833,160.0,3 years,15.8,C3,7 years,debt_consolidation,665.0,Individual,FullyPaid
94207781,500.0,3 years,13.49,C2,2 years,debt_consolidation,670.0,Individual,FullyPaid
90209116,1000.0,5 years,18.99,D3,5 years,other,700.0,Individual,FullyPaid
1340005,1200.0,3 years,18.55,D4,1 year,home_improvement,660.0,Individual,ChargedOff
90241140,2240.0,3 years,12.79,C1,4 years,other,710.0,Individual,ChargedOff
1228884,1200.0,5 years,21.48,E4,7 years,debt_consolidation,695.0,Individual,ChargedOff
84997606,740.0,3 years,10.49,B3,1 year,debt_consolidation,675.0,Individual,FullyPaid
91129587,1187.5,5 years,22.39,E1,0 years,debt_consolidation,695.0,Individual,FullyPaid
1494475,1000.0,3 years,12.12,B3,6 years,debt_consolidation,695.0,Individual,FullyPaid
93901048,780.0,3 years,13.99,C3,10 years,debt_consolidation,700.0,Individual,FullyPaid
92568357,2400.0,3 years,7.49,A4,10 years,debt_consolidation,695.0,Joint App,FullyPaid
84103250,385.0,3 years,12.79,C1,2 years,debt_consolidation,665.0,Individual,FullyPaid
87544561,1440.0,3 years,27.49,F4,1 year,debt_consolidation,675.0,Individual,FullyPaid
121388969,1500.0,3 years,16.02,C5,0 years,debt_consolidation,720.0,Individual,FullyPaid
4574815,1500.0,3 years,10.16,B1,3 years,credit_card,665.0,Individual,FullyPaid
88564212,2400.0,3 years,11.49,B5,5 years,debt_consolidation,725.0,Individual,FullyPaid
2087868,1200.0,5 years,13.11,B4,3 years,debt_consolidation,720.0,Individual,FullyPaid
3349484,1500.0,3 years,16.29,C4,4 years,credit_card,675.0,Individual,FullyPaid
5154912,1200.0,3 years,10.16,B1,9 years,debt_consolidation,685.0,Individual,FullyPaid
91008099,2600.0,3 years,8.99,B1,1 year,debt_consolidation,705.0,Individual,FullyPaid
95375472,450.0,3 years,12.74,C1,3 years,debt_consolidation,680.0,Individual,FullyPaid
91070702,1500.0,5 years,18.99,D3,0 years,debt_consolidation,695.0,Individual,FullyPaid
85588063,500.0,3 years,11.49,B5,10 years,debt_consolidation,660.0,Individual,FullyPaid
84061503,500.0,3 years,10.49,B3,10 years,other,705.0,Individual,FullyPaid
3348165,1200.0,3 years,14.33,C1,10 years,debt_consolidation,685.0,Individual,FullyPaid
4279866,1600.0,3 years,12.12,B3,8 years,debt_consolidation,695.0,Individual,FullyPaid
5605366,975.0,3 years,15.22,C3,2 years,credit_card,660.0,Individual,FullyPaid
1611311,2500.0,3 years,17.77,D1,9 years,debt_consolidation,680.0,Individual,FullyPaid
124116917,1700.0,5 years,28.72,F1,10 years,debt_consolidation,660.0,Individual,ChargedOff
3654901,2500.0,5 years,17.27,C5,10 years,home_improvement,705.0,Individual,FullyPaid
3367538,1250.0,3 years,8.9,A5,6 years,credit_card,700.0,Individual,FullyPaid
2300471,1000.0,3 years,14.09,B5,3 years,debt_consolidation,660.0,Individual,FullyPaid
3915073,2100.0,3 years,11.14,B2,9 years,credit_card,695.0,Individual,FullyPaid
90999560,600.0,3 years,16.99,D1,10 years,other,675.0,Individual,FullyPaid
2644730,1705.0,5 years,17.77,D1,4 years,debt_consolidation,695.0,Individual,ChargedOff
91487891,500.0,3 years,11.44,B4,10 years,debt_consolidation,660.0,Individual,ChargedOff
4174738,1750.0,5 years,21.49,E3,5 years,debt_consolidation,705.0,Individual,ChargedOff
4176210,3395.0,5 years,21.0,E2,10 years,debt_consolidation,670.0,Individual,FullyPaid
1541686,1630.0,3 years,15.31,C2,5 years,debt_consolidation,680.0,Individual,FullyPaid
85852226,840.0,3 years,11.49,B5,2 years,debt_consolidation,665.0,Individual,FullyPaid
88129035,737.5,3 years,13.49,C2,0 years,debt_consolidation,690.0,Individual,FullyPaid
1224009,390.0,3 years,12.12,B3,1 year,debt_consolidation,675.0,Individual,FullyPaid
91573658,3500.0,3 years,13.49,C2,,debt_consolidation,685.0,Individual,FullyPaid
94416986,240.0,3 years,15.99,C5,0 years,other,740.0,Individual,FullyPaid
5085823,1000.0,3 years,11.14,B2,10 years,major_purchase,680.0,Individual,FullyPaid
121302524,1350.0,3 years,9.93,B2,5 years,debt_consolidation,715.0,Individual,FullyPaid
92245668,270.0,3 years,16.99,D1,1 year,debt_consolidation,670.0,Individual,FullyPaid
5194655,992.5,3 years,11.14,B2,3 years,debt_consolidation,710.0,Individual,FullyPaid
93949589,2000.0,3 years,11.44,B4,8 years,credit_card,690.0,Individual,FullyPaid
89845636,900.0,3 years,11.49,B5,10 years,home_improvement,675.0,Individual,ChargedOff
93923255,1300.0,5 years,19.99,D4,0 years,debt_consolidation,720.0,Individual,FullyPaid
4537767,600.0,3 years,14.33,C1,5 years,debt_consolidation,675.0,Individual,FullyPaid
5608264,1150.0,3 years,16.29,C4,1 year,debt_consolidation,660.0,Individual,FullyPaid
89623307,2760.0,5 years,26.99,F3,8 years,debt_consolidation,670.0,Individual,FullyPaid
91567880,1200.0,3 years,21.49,D5,4 years,debt_consolidation,675.0,Individual,FullyPaid
118599170,3500.0,5 years,9.93,B2,9 years,home_improvement,745.0,Individual,FullyPaid
3054769,1800.0,3 years,10.16,B1,0 years,debt_consolidation,705.0,Individual,FullyPaid
95087442,950.0,3 years,18.99,D3,7 years,debt_consolidation,665.0,Individual,FullyPaid
92233599,1000.0,3 years,7.49,A4,2 years,credit_card,710.0,Individual,FullyPaid
1245847,1000.0,5 years,13.11,B4,1 year,other,710.0,Individual,FullyPaid
84691306,2400.0,3 years,9.49,B2,10 years,credit_card,660.0,Individual,FullyPaid
92155439,2500.0,5 years,24.74,E3,10 years,debt_consolidation,685.0,Individual,FullyPaid
94376571,1130.0,3 years,11.39,B3,0 years,credit_card,670.0,Individual,FullyPaid
124767534,2000.0,3 years,18.06,D2,4 years,debt_consolidation,695.0,Individual,FullyPaid
94153068,2500.0,5 years,14.99,C4,10 years,debt_consolidation,665.0,Individual,FullyPaid
88231583,2200.0,3 years,9.49,B2,10 years,debt_consolidation,705.0,Individual,FullyPaid
5936284,600.0,3 years,17.56,D1,10 years,debt_consolidation,660.0,Individual,FullyPaid
90061119,600.0,3 years,5.32,A1,10 years,debt_consolidation,720.0,Individual,FullyPaid
1279634,2500.0,5 years,15.31,C3,1 year,small_business,725.0,Individual,FullyPaid
3849668,960.0,3 years,15.31,C2,8 years,debt_consolidation,695.0,Individual,ChargedOff
120069070,1225.0,3 years,16.02,C5,5 years,debt_consolidation,670.0,Individual,ChargedOff
87154488,2400.0,5 years,11.49,B5,10 years,debt_consolidation,700.0,Individual,FullyPaid
2309686,2800.0,3 years,11.14,B2,4 years,credit_card,690.0,Individual,FullyPaid
5175256,1057.5,3 years,18.49,D2,10 years,debt_consolidation,670.0,Individual,FullyPaid
95002911,500.0,3 years,14.99,C4,,debt_consolidation,670.0,Joint App,FullyPaid
85067657,950.0,3 years,25.69,F1,7 years,debt_consolidation,675.0,Individual,FullyPaid
83816202,1500.0,5 years,17.99,D2,10 years,debt_consolidation,670.0,Individual,ChargedOff
5646180,3500.0,5 years,16.29,C4,10 years,debt_consolidation,710.0,Individual,FullyPaid
121923461,2000.0,5 years,21.45,D5,3 years,debt_consolidation,700.0,Individual,ChargedOff
6284730,1800.0,3 years,9.71,B1,6 years,debt_consolidation,705.0,Individual,FullyPaid
1557540,610.0,3 years,16.29,C4,10 years,credit_card,670.0,Individual,ChargedOff
93187678,1080.0,3 years,11.49,B5,10 years,debt_consolidation,695.0,Individual,FullyPaid
1229638,240.0,3 years,15.31,C3,6 years,wedding,670.0,Individual,FullyPaid
91291765,800.0,3 years,8.59,A5,10 years,debt_consolidation,680.0,Individual,FullyPaid
5875742,2200.0,3 years,6.03,A1,10 years,home_improvement,775.0,Individual,FullyPaid
6306123,400.0,3 years,15.22,C3,5 years,other,670.0,Individual,FullyPaid
5790424,500.0,3 years,12.12,B3,3 years,credit_card,680.0,Individual,FullyPaid
94070923,1200.0,3 years,11.49,B5,1 year,home_improvement,675.0,Individual,FullyPaid
93999737,1000.0,3 years,7.24,A3,0 years,debt_consolidation,785.0,Individual,FullyPaid
121887838,500.0,3 years,9.44,B1,4 years,other,745.0,Individual,FullyPaid
5794731,2400.0,3 years,12.12,B3,8 years,debt_consolidation,725.0,Individual,FullyPaid
94476239,1500.0,3 years,11.49,B5,,credit_card,690.0,Individual,FullyPaid
5773760,1762.5,3 years,11.14,B2,0 years,debt_consolidation,700.0,Individual,FullyPaid
2635283,2100.0,3 years,13.11,B4,6 years,credit_card,695.0,Individual,FullyPaid
90077031,900.0,3 years,13.49,C2,10 years,home_improvement,660.0,Individual,FullyPaid
125333031,3500.0,5 years,25.82,E4,1 year,debt_consolidation,730.0,Joint App,FullyPaid
125104562,1500.0,5 years,15.05,C4,10 years,home_improvement,730.0,Joint App,FullyPaid
3366836,2100.0,5 years,8.9,A5,10 years,debt_consolidation,760.0,Individual,FullyPaid
119427678,2000.0,5 years,11.99,B5,4 years,debt_consolidation,675.0,Individual,ChargedOff
3631425,330.0,3 years,21.49,E3,,debt_consolidation,660.0,Individual,FullyPaid
95109746,1200.0,3 years,8.24,B1,10 years,debt_consolidation,675.0,Individual,ChargedOff
3380794,2160.0,3 years,6.62,A2,7 years,debt_consolidation,705.0,Individual,FullyPaid
1394192,350.0,3 years,12.12,B3,10 years,debt_consolidation,675.0,Individual,FullyPaid
92259730,2000.0,3 years,13.99,C3,1 year,major_purchase,675.0,Individual,FullyPaid
93327632,960.0,3 years,11.49,B5,10 years,debt_consolidation,680.0,Individual,FullyPaid
3004781,1325.0,3 years,14.33,C1,6 years,debt_consolidation,685.0,Individual,FullyPaid
90696364,1900.0,3 years,17.99,D2,5 years,debt_consolidation,660.0,Individual,ChargedOff
1330962,690.0,3 years,13.67,B5,5 years,credit_card,685.0,Individual,FullyPaid
120211697,3500.0,5 years,18.06,D2,10 years,debt_consolidation,710.0,Individual,FullyPaid
123988594,2000.0,5 years,20.0,D4,4 years,debt_consolidation,660.0,Individual,FullyPaid
120924598,1000.0,5 years,18.06,D2,10 years,debt_consolidation,680.0,Individual,ChargedOff
2216779,280.0,3 years,15.8,C3,10 years,credit_card,670.0,Individual,FullyPaid
88954481,1300.0,3 years,16.99,D1,10 years,other,670.0,Individual,FullyPaid
90066041,1000.0,3 years,15.59,C5,2 years,debt_consolidation,665.0,Individual,FullyPaid
120276377,1600.0,5 years,11.99,B5,5 years,home_improvement,675.0,Individual,ChargedOff
92247671,1907.5,3 years,17.99,D2,3 years,debt_consolidation,705.0,Individual,ChargedOff
1705407,1700.0,3 years,14.09,B5,10 years,debt_consolidation,705.0,Individual,FullyPaid
2310789,600.0,3 years,13.11,B4,2 years,credit_card,695.0,Individual,FullyPaid
